eta,f,f',"f"""
10.909090909090908,9.18714669874659,0.9998848881073427,-1.1836226459550162e-10
11.11111111111111,9.38914364581874,0.9998848881797897,-4.182211738170376e-10
11.313131313131313,9.591140592905044,0.9998848881923175,-4.500149036255016e-10
11.515151515151516,9.793137539998618,0.9998848881662932,-3.2904693134994003e-10
11.717171717171716,9.995134487079458,0.9998848881638523,-3.9062129421941056e-10
11.919191919191919,10.197131434161673,0.9998848881411782,-3.982879700601785e-10
12.121212121212121,10.399128381245262,0.9998848880982705,-3.5204695887224304e-10
12.323232323232324,10.601125328341764,0.9998848880599435,-3.638678016978267e-10
12.525252525252524,10.803122275406242,0.9998848880318377,-2.94280119487155e-10
12.727272727272727,11.005119222470721,0.999884888003732,-2.2469243727648275e-10
12.929292929292929,11.207116169535201,0.9998848879756262,-1.551047550658105e-10
13.131313131313131,11.409113116597403,0.9998848879688692,-1.3628539601737406e-10
13.333333333333334,11.61111006365893,0.9998848879684767,-1.326012506857513e-10
13.535353535353535,11.813107010720458,0.9998848879680843,-1.289171053541286e-10
13.737373737373737,12.015103957781985,0.9998848879676918,-1.2523296002250587e-10
13.93939393939394,12.217100904843512,0.9998848879672994,-1.2154881469088313e-10
14.141414141414142,12.41909785190504,0.9998848879669069,-1.1786466935926038e-10
14.343434343434343,12.621094798966565,0.9998848879665144,-1.1418052402763767e-10
14.545454545454545,12.823091746028092,0.999884887966122,-1.1049637869601493e-10
14.747474747474747,13.02508869308962,0.9998848879657295,-1.068122333643922e-10
14.94949494949495,13.227085640151147,0.9998848879653371,-1.0312808803276945e-10
15.15151515151515,13.429082587212672,0.9998848879649447,-9.944394270114674e-11
15.353535353535353,13.6310795342742,0.9998848879645522,-9.575979736952402e-11
15.555555555555555,13.833076481335727,0.9998848879641598,-9.207565203790128e-11
15.757575757575758,14.035073428397254,0.9998848879637673,-8.839150670627854e-11
15.959595959595958,14.23707037545878,0.9998848879633748,-8.470736137465583e-11
16.161616161616163,14.439067322520309,0.9998848879629824,-8.102321604303307e-11
16.363636363636363,14.641064269581834,0.9998848879625899,-7.733907071141035e-11
16.565656565656564,14.84306121664336,0.9998848879621974,-7.365492537978764e-11
16.767676767676768,15.045058163704889,0.999884887961805,-6.997078004816487e-11
16.96969696969697,15.247055110766414,0.9998848879614125,-6.628663471654216e-11
17.171717171717173,15.449052057827945,0.9998848879610202,-6.260248938491939e-11
17.373737373737374,15.651049004889469,0.9998848879606277,-5.891834405329668e-11
17.575757575757574,15.853045951950996,0.9998848879602352,-5.5234198721673983e-11
17.77777777777778,16.055042899012523,0.9998848879598428,-5.155005339005121e-11
17.97979797979798,16.25703984607405,0.9998848879594503,-4.78659080584285e-11
18.18181818181818,16.459036793135574,0.9998848879590578,-4.418176272680579e-11
18.383838383838384,16.661033740197105,0.9998848879586654,-4.049761739518302e-11
18.585858585858585,16.86303068725863,0.9998848879582729,-3.6813472063560314e-11
18.78787878787879,17.06502763432016,0.9998848879578804,-3.312932673193754e-11
18.98989898989899,17.267024581381683,0.999884887957488,-2.9445181400314835e-11
19.19191919191919,17.46902152844321,0.9998848879570956,-2.576103606869213e-11
19.393939393939394,17.671018475504738,0.9998848879567032,-2.2076890737069357e-11
19.595959595959595,17.873015422566265,0.9998848879563107,-1.839274540544665e-11
19.7979797979798,18.075012369627792,0.9998848879559182,-1.470860007382388e-11
20.0,18.27700931668932,0.9998848879555258,-1.1024454742201172e-11
